Merchant,Category,Amount,User
EDF,Utilities & Bills,234.11,38
British Gas,Utilities & Bills,110.61,73
Thames Water,Utilities & Bills,102.25,125
EDF,Utilities & Bills,213.24,15
Starbucks,Food & Drink,89.57,37
Zara,Shopping,147.54,166
Giffgaff,Mobile Services,127.71,103
Aldi,Groceries,58.84,107
Virgin Mobile,Mobile Services,214.56,90
Tesco,Groceries,211.88,48
Bolt,Transport,12.89,162
Aldi,Groceries,53.78,6
Nando's,Food & Drink,93.29,156
Disney+,Entertainment,197.06,138
Primark,Shopping,100.08,68
Sainsbury's,Groceries,31.81,151
Bolt,Transport,152.78,42
Burger King,Food & Drink,11.04,170
KFC,Food & Drink,163.42,145
Spotify,Entertainment,243.9,177
ASOS,Shopping,29.58,46
EDF,Utilities & Bills,102.67,5
Morrisons,Groceries,87.34,112
eBay,Shopping,123.5,136
Vodafone,Mobile Services,110.7,82
Octopus Energy,Utilities & Bills,70.11,178
Vodafone,Mobile Services,13.43,110
Waitrose,Groceries,168.72,185
TFL,Transport,65.86,99
Waitrose,Groceries,185.97,140
Octopus Energy,Utilities & Bills,110.93,32
Zara,Shopping,152.32,154
Morrisons,Groceries,233.41,50
National Rail,Transport,108.23,29
British Gas,Utilities & Bills,91.46,121
Greggs,Food & Drink,62.65,78
Apple Music,Entertainment,104.11,193
Octopus Energy,Utilities & Bills,135.47,3
Virgin Mobile,Mobile Services,20.29,125
Zara,Shopping,183.17,80
McDonald's,Food & Drink,144.68,153
Octopus Energy,Utilities & Bills,221.22,112
Virgin Mobile,Mobile Services,160.28,4
Octopus Energy,Utilities & Bills,118.75,62
Uber,Transport,79.91,128
Apple Music,Entertainment,160.9,62
KFC,Food & Drink,111.19,137
Giffgaff,Mobile Services,222.46,112
Argos,Shopping,88.06,89
McDonald's,Food & Drink,90.14,42
Iceland,Groceries,125.86,41
Sainsbury's,Groceries,208.9,200
Giffgaff,Mobile Services,81.26,106
Amazon,Shopping,107.08,122
Apple Music,Entertainment,230.71,6
Disney+,Entertainment,209.05,168
Amazon,Shopping,171.46,186
Lidl,Groceries,137.29,96
Primark,Shopping,127.92,158
McDonald's,Food & Drink,233.84,53
Uber,Transport,9.98,121
Thames Water,Utilities & Bills,61.54,18
Sainsbury's,Groceries,68.07,101
Spotify,Entertainment,218.92,68
Apple Music,Entertainment,185.7,176
Apple Music,Entertainment,136.62,2
Giffgaff,Mobile Services,156.71,8
Nando's,Food & Drink,202.47,23
Burger King,Food & Drink,160.44,165
Argos,Shopping,44.38,106
Burger King,Food & Drink,126.05,17
Lidl,Groceries,153.8,170
Lidl,Groceries,184.75,95
Sky Mobile,Mobile Services,61.63,161
Uber,Transport,182.38,137
Starbucks,Food & Drink,122.86,39
Argos,Shopping,105.62,15
National Rail,Transport,173.29,65
Greggs,Food & Drink,89.49,47
Zara,Shopping,224.42,179
Primark,Shopping,34.78,164
Netflix,Entertainment,39.5,6
Disney+,Entertainment,182.94,123
Disney+,Entertainment,121.83,175
Spotify,Entertainment,183.98,59
TFL,Transport,218.09,117
McDonald's,Food & Drink,39.99,15
EDF,Utilities & Bills,142.26,89
Giffgaff,Mobile Services,72.61,150
EDF,Utilities & Bills,100.07,168
Burger King,Food & Drink,214.58,73
Vue,Entertainment,183.73,133
Tesco,Groceries,189.96,32
Giffgaff,Mobile Services,205.37,143
Costa,Food & Drink,51.16,32
Vodafone,Mobile Services,67.16,160
Disney+,Entertainment,209.05,119
Aldi,Groceries,76.55,136
Waitrose,Groceries,49.72,99
Virgin Mobile,Mobile Services,83.86,152
Argos,Shopping,134.83,144
Uber,Transport,78.59,174
Lidl,Groceries,249.92,153
Virgin Mobile,Mobile Services,120.46,117
Primark,Shopping,173.05,6
Pret A Manger,Food & Drink,199.39,95
Sainsbury's,Groceries,216.96,67
Primark,Shopping,57.74,63
British Gas,Utilities & Bills,63.14,73
Virgin Mobile,Mobile Services,46.02,63
ASOS,Shopping,218.54,4
Amazon,Shopping,232.29,82
Vue,Entertainment,60.37,105
Aldi,Groceries,163.5,110
Disney+,Entertainment,140.18,27
Bolt,Transport,83.51,36
Waitrose,Groceries,188.16,149
Virgin Mobile,Mobile Services,129.67,155
KFC,Food & Drink,232.32,26
National Rail,Transport,14.59,80
Sainsbury's,Groceries,36.65,10
Netflix,Entertainment,176.8,122
TFL,Transport,19.61,19
Bolt,Transport,229.24,89
TFL,Transport,79.18,39
EDF,Utilities & Bills,216.88,107
Giffgaff,Mobile Services,209.39,50
Starbucks,Food & Drink,70.66,194
Tesco,Groceries,167.12,186
Aldi,Groceries,147.73,87
John Lewis,Shopping,225.47,130
Netflix,Entertainment,177.52,79
EDF,Utilities & Bills,17.9,160
Uber,Transport,156.69,156
Greggs,Food & Drink,148.12,86
Disney+,Entertainment,123.56,119
Giffgaff,Mobile Services,60.56,184
Bolt,Transport,213.36,58
Morrisons,Groceries,233.71,75
Vodafone,Mobile Services,196.28,40
Sainsbury's,Groceries,242.32,176
National Rail,Transport,222.01,110
Greggs,Food & Drink,192.84,2
Primark,Shopping,236.32,169
Waitrose,Groceries,63.1,172
Iceland,Groceries,243.28,87
Amazon,Shopping,30.8,6
Waitrose,Groceries,64.65,10
Lidl,Groceries,50.74,136
eBay,Shopping,125.45,191
Zara,Shopping,221.84,21
Iceland,Groceries,60.96,169
Lidl,Groceries,187.82,178
Spotify,Entertainment,124.87,140
Primark,Shopping,247.61,21
National Rail,Transport,13.22,177
Sainsbury's,Groceries,212.05,154
Sky Mobile,Mobile Services,104.94,88
TFL,Transport,107.37,9
Iceland,Groceries,40.18,176
Vodafone,Mobile Services,138.1,191
Pret A Manger,Food & Drink,155.15,133
Lidl,Groceries,30.58,70
Sky Mobile,Mobile Services,98.43,60
Bolt,Transport,181.2,80
Sainsbury's,Groceries,170.3,28
Disney+,Entertainment,74.62,176
Primark,Shopping,141.45,188
Disney+,Entertainment,54.44,27
Sky Mobile,Mobile Services,58.92,182
Spotify,Entertainment,173.5,170
Pret A Manger,Food & Drink,136.93,154
Giffgaff,Mobile Services,224.52,8
Netflix,Entertainment,27.05,145
Greggs,Food & Drink,155.8,90
Greggs,Food & Drink,222.74,9
Sainsbury's,Groceries,123.05,81
Pret A Manger,Food & Drink,135.89,13
Disney+,Entertainment,48.94,120
Disney+,Entertainment,216.47,1
Uber,Transport,191.94,78
Costa,Food & Drink,25.99,198
EDF,Utilities & Bills,88.47,37
Sky Mobile,Mobile Services,236.77,197
Uber,Transport,110.4,198
Vodafone,Mobile Services,31.96,87
EDF,Utilities & Bills,126.1,158
Iceland,Groceries,224.09,158
Netflix,Entertainment,51.39,102
Waitrose,Groceries,226.94,91
KFC,Food & Drink,118.81,32
Apple Music,Entertainment,58.88,100
Apple Music,Entertainment,202.88,126
Octopus Energy,Utilities & Bills,29.42,61
British Gas,Utilities & Bills,66.3,81
Octopus Energy,Utilities & Bills,50.56,196
Morrisons,Groceries,106.88,152
Pret A Manger,Food & Drink,71.7,61
Giffgaff,Mobile Services,171.61,199
Virgin Mobile,Mobile Services,94.22,172
Spotify,Entertainment,57.16,98
Pret A Manger,Food & Drink,192.06,43
Costa,Food & Drink,145.82,188
John Lewis,Shopping,50.07,167
Giffgaff,Mobile Services,194.75,53
Argos,Shopping,244.54,106
British Gas,Utilities & Bills,26.21,40
EDF,Utilities & Bills,178.45,13
Primark,Shopping,223.98,3
Uber,Transport,220.43,50
Netflix,Entertainment,31.3,179
Argos,Shopping,231.91,152
Octopus Energy,Utilities & Bills,73.85,176
Giffgaff,Mobile Services,205.74,89
Vue,Entertainment,186.69,59
Argos,Shopping,210.13,153
Uber,Transport,191.73,112
Vodafone,Mobile Services,53.87,118
Octopus Energy,Utilities & Bills,203.09,101
eBay,Shopping,13.97,12
EDF,Utilities & Bills,36.17,78
Apple Music,Entertainment,110.85,166
Greggs,Food & Drink,202.41,67
KFC,Food & Drink,108.92,105
Virgin Mobile,Mobile Services,205.28,4
Pret A Manger,Food & Drink,164.91,47
Thames Water,Utilities & Bills,65.56,29
Uber,Transport,151.75,194
TFL,Transport,23.16,118
TFL,Transport,6.81,31
Zara,Shopping,173.46,81
EDF,Utilities & Bills,110.7,151
Tesco,Groceries,189.82,88
John Lewis,Shopping,36.39,79
Argos,Shopping,44.49,71
Disney+,Entertainment,35.63,112
Tesco,Groceries,230.87,165
Sky Mobile,Mobile Services,246.33,55
Tesco,Groceries,218.02,33
Sainsbury's,Groceries,133.45,19
Lidl,Groceries,77.79,10
